term,estimate,std.error,statistic,p.value,response,voi,produced_warning
gaBirth,-0.5264062091789768,0.11439112986800831,-4.601809683900994,4.188358298307196e-6,NAS_1,OneYear_TPHE_C3,TRUE
voi,-0.48702708563886427,0.40583887368039473,-1.2000503579713921,0.2301197834027393,NAS_1,OneYear_TPHE_C3,TRUE
anova,NA,NA,NA,0.13708886146072258,NAS_1,OneYear_TPHE_C3,NA
(Intercept),-2.230144536565227,0.48944943018149295,-4.556435045267631,5.2029118585905465e-6,NAS_1,OneYear_TPHE_C4,TRUE
MODVaginal,-0.8798563684404347,0.6756528308766319,-1.3022314541313431,0.1928372757310765,NAS_1,OneYear_TPHE_C4,TRUE
gaBirth,-0.5240178519883555,0.11487465522721585,-4.561648963836945,5.075344910012141e-6,NAS_1,OneYear_TPHE_C4,TRUE
voi,-0.7588349475131865,0.5254340503932717,-1.4442058845353116,0.14868107012266926,NAS_1,OneYear_TPHE_C4,TRUE
anova,NA,NA,NA,0.06779083600941856,NAS_1,OneYear_TPHE_C4,NA
(Intercept),-2.2293930380914664,0.4683106713497608,-4.760500186053694,1.931137563534621e-6,NAS_1,OneYear_TPHE_C5,TRUE
MODVaginal,-0.71410570973833,0.6475462478944063,-1.1027871940581107,0.27011959058496954,NAS_1,OneYear_TPHE_C5,TRUE
gaBirth,-0.5166581448526357,0.11403231807174338,-4.530804543739789,5.8759483319756625e-6,NAS_1,OneYear_TPHE_C5,TRUE
voi,0.17810691510505378,0.3238596215313601,0.5499509764844435,0.5823529986568159,NAS_1,OneYear_TPHE_C5,TRUE
anova,NA,NA,NA,0.5962457969776565,NAS_1,OneYear_TPHE_C5,NA
(Intercept),-2.2663720212369127,0.47543471048256836,-4.7669469041007435,1.8703857499694159e-6,NAS_1,OneYear_TPHE_C6,TRUE
MODVaginal,-0.6621099744604136,0.6552215683468557,-1.0105130942666274,0.31224952914892223,NAS_1,OneYear_TPHE_C6,TRUE
gaBirth,-0.5273249731611539,0.11375308833661874,-4.635698079692492,3.5573488438238036e-6,NAS_1,OneYear_TPHE_C6,TRUE
voi,-0.13716277195803442,0.3149553164949234,-0.43549914789339733,0.6632001573712512,NAS_1,OneYear_TPHE_C6,TRUE
anova,NA,NA,NA,0.6513354536858313,NAS_1,OneYear_TPHE_C6,NA
(Intercept),-2.2349655556179315,0.47003680292900685,-4.754873536903652,1.985706767665484e-6,NAS_1,OneYear_TPHE_C8,TRUE
MODVaginal,-0.7127916816093709,0.6507097788838802,-1.0954064388458642,0.27333861449218183,NAS_1,OneYear_TPHE_C8,TRUE
gaBirth,-0.5251224426898904,0.11382365431382235,-4.61347376215913,3.95994272859447e-6,NAS_1,OneYear_TPHE_C8,TRUE
voi,-0.04864801888956953,0.37160848871816327,-0.1309120226434476,0.8958449038422442,NAS_1,OneYear_TPHE_C8,TRUE
anova,NA,NA,NA,0.8926776723549329,NAS_1,OneYear_TPHE_C8,NA
(Intercept),-2.137349438416732,0.48803355001797494,-4.379513331282267,1.1894464535476093e-5,NAS_1,OneYear_TPHE_C9,TRUE
MODVaginal,-0.9171854838145503,0.6779870339547148,-1.3528068206033161,0.17611735322310154,NAS_1,OneYear_TPHE_C9,TRUE
gaBirth,-0.4996633958568257,0.1128367291702265,-4.428198154370719,9.502358296653804e-6,NAS_1,OneYear_TPHE_C9,TRUE
voi,-0.47756107763984024,0.3928493835825062,-1.2156340256533529,0.22412436647022801,NAS_1,OneYear_TPHE_C9,TRUE
anova,NA,NA,NA,0.16094918089805554,NAS_1,OneYear_TPHE_C9,NA
(Intercept),-2.2473492724917286,0.47652710727689856,-4.716099542236214,2.404088498616613e-6,NAS_1,OneYear_TPHE_C10,TRUE
MODVaginal,-0.7682631808754472,0.659161591770246,-1.1655156951912167,0.24381031083001123,NAS_1,OneYear_TPHE_C10,TRUE
gaBirth,-0.5158494341271309,0.11281811845622247,-4.5723988414795205,4.821720232564964e-6,NAS_1,OneYear_TPHE_C10,TRUE
voi,-0.4050441739273208,0.5265715355822185,-0.769210157703402,0.4417685613041221,NAS_1,OneYear_TPHE_C10,TRUE
anova,NA,NA,NA,0.3524001972862085,NAS_1,OneYear_TPHE_C10,NA
(Intercept),-2.2645413762276623,0.4746790177342401,-4.770679325656475,1.8360564300672625e-6,NAS_1,OneYear_TPHE_C11,TRUE
MODVaginal,-0.6972508094079785,0.6487577974537212,-1.074747482256992,0.28248779904121274,NAS_1,OneYear_TPHE_C11,TRUE
gaBirth,-0.5197537937665225,0.1127159974493205,-4.61118036062463,4.003889505652703e-6,NAS_1,OneYear_TPHE_C11,TRUE
voi,-0.23567692473118187,0.34540659573552523,-0.682317383746886,0.4950382832226918,NAS_1,OneYear_TPHE_C11,TRUE
anova,NA,NA,NA,0.4583526588457646,NAS_1,OneYear_TPHE_C11,NA
(Intercept),-2.2698197371915962,0.475872694563134,-4.769804536222364,1.8440476528789884e-6,NAS_1,OneYear_TPHE_C12,TRUE
MODVaginal,-0.6458587461256039,0.6595827335353677,-0.9791929249933468,0.3274846637451655,NAS_1,OneYear_TPHE_C12,TRUE
gaBirth,-0.5272190417224611,0.11389176610476266,-4.62912341913727,3.672168688087026e-6,NAS_1,OneYear_TPHE_C12,TRUE
voi,-0.1391659470811104,0.350328534853969,-0.39724411012971117,0.6911874573116588,NAS_1,OneYear_TPHE_C12,TRUE
anova,NA,NA,NA,0.6759744001220472,NAS_1,OneYear_TPHE_C12,NA
(Intercept),-2.2273833706436137,0.47313598599606876,-4.707702302445709,2.505246068779659e-6,NAS_1,OneYear_TPHE_C13,TRUE
MODVaginal,-0.7253591993627111,0.6574720579713933,-1.1032547932162793,0.26991653242863894,NAS_1,OneYear_TPHE_C13,TRUE
gaBirth,-0.5276771020141717,0.11422848013441758,-4.619488076819645,3.846879841937556e-6,NAS_1,OneYear_TPHE_C13,TRUE
voi,0.0651041803806556,0.3397892987454442,0.19160162083099885,0.8480542727979119,NAS_1,OneYear_TPHE_C13,TRUE
anova,NA,NA,NA,0.8059748393287893,NAS_1,OneYear_TPHE_C13,NA
(Intercept),-2.2356161421433,0.46842615965856643,-4.772611640162944,1.818522448616133e-6,NAS_1,OneYear_TPHE_C14,TRUE
MODVaginal,-0.7296895900768348,0.6480200243649392,-1.1260293858849992,0.260153081172041,NAS_1,OneYear_TPHE_C14,TRUE
gaBirth,-0.5378467049259721,0.11771741643040015,-4.568964569860156,4.9013962164904135e-6,NAS_1,OneYear_TPHE_C14,TRUE
voi,-0.18376378222568382,0.39266886502301407,-0.46798663860174794,0.6397941447547842,NAS_1,OneYear_TPHE_C14,TRUE
anova,NA,NA,NA,0.5559957597195123,NAS_1,OneYear_TPHE_C14,NA
(Intercept),-2.300532634441248,0.48206600765235025,-4.772235747641254,1.821920674013595e-6,NAS_1,OneYear_TPHE_C15,TRUE
MODVaginal,-0.6143457084226327,0.6585322328731137,-0.9329015008761236,0.3508708273847408,NAS_1,OneYear_TPHE_C15,TRUE
gaBirth,-0.5434678602548461,0.11653127429229954,-4.663708206705492,3.1056166029932154e-6,NAS_1,OneYear_TPHE_C15,TRUE
