term,estimate,std.error,statistic,p.value,response,voi,produced_warning
anova,NA,NA,NA,0.003428616825213073,NAS_1,Birth_TPHE_CD8_C23,NA
(Intercept),-2.0094234411416205,0.3221390593641118,-6.237751625363696,4.4390471874164123e-10,NAS_1,Birth_TPHE_CD8_C24,TRUE
MODVaginal,-0.8475350043394019,0.44843637259888186,-1.8899782803691225,0.05876086497125136,NAS_1,Birth_TPHE_CD8_C24,TRUE
voi,0.48581007353733546,0.2540659338108738,1.912141727347719,0.055858017976037344,NAS_1,Birth_TPHE_CD8_C24,TRUE
anova,NA,NA,NA,0.038444685517611245,NAS_1,Birth_TPHE_CD8_C24,NA
(Intercept),-1.774681550928602,0.3228665044009564,-5.496641883682949,3.8709166756360485e-8,NAS_1,Discharge_TPHE_CD8_C2,TRUE
MODVaginal,-0.7950722465851136,0.4326793685789418,-1.8375552529726262,0.06612796762111421,NAS_1,Discharge_TPHE_CD8_C2,TRUE
voi,-0.41952248939548337,0.22059069680935625,-1.9018140631653762,0.05719546709331794,NAS_1,Discharge_TPHE_CD8_C2,TRUE
anova,NA,NA,NA,0.0432847692619602,NAS_1,Discharge_TPHE_CD8_C2,NA
(Intercept),-1.7862577202837633,0.3321604007743377,-5.3776961856970615,7.544498480898336e-8,NAS_1,Discharge_TPHE_CD8_C3,TRUE
MODVaginal,-0.784089067935191,0.44389661823230553,-1.7663776558100555,0.0773325111885907,NAS_1,Discharge_TPHE_CD8_C3,TRUE
voi,-0.6936839424314049,0.2819888413916329,-2.459969476125475,0.013894883278738585,NAS_1,Discharge_TPHE_CD8_C3,TRUE
anova,NA,NA,NA,0.004667076501358469,NAS_1,Discharge_TPHE_CD8_C3,NA
(Intercept),-1.7988828578951097,0.31553254752083143,-5.701100796190756,1.1903622051639265e-8,NAS_1,Discharge_TPHE_CD8_C4,TRUE
MODVaginal,-0.7836282460137001,0.4256206013685764,-1.8411426596690943,0.065600655577984,NAS_1,Discharge_TPHE_CD8_C4,TRUE
voi,-0.18193033111274384,0.2897817176487357,-0.6278185269550858,0.5301228278546906,NAS_1,Discharge_TPHE_CD8_C4,TRUE
anova,NA,NA,NA,0.44816033802007127,NAS_1,Discharge_TPHE_CD8_C4,NA
(Intercept),-1.5475744238313331,0.3482291587104564,-4.444126475686953,8.824968173969436e-6,NAS_1,Discharge_TPHE_CD8_C5,TRUE
MODVaginal,-0.8343176468067164,0.43106407631382343,-1.935484055969712,0.05293092334890469,NAS_1,Discharge_TPHE_CD8_C5,TRUE
voi,2.120598737122156,1.19937632209146,1.76808454366039,0.07704677097728899,NAS_1,Discharge_TPHE_CD8_C5,TRUE
anova,NA,NA,NA,0.01068585629383138,NAS_1,Discharge_TPHE_CD8_C5,NA
(Intercept),-1.775429763956767,0.31449938453199944,-5.645256719973396,1.6493494817128617e-8,NAS_1,Discharge_TPHE_CD8_C8,TRUE
MODVaginal,-0.818419006748869,0.42344659050333916,-1.932756161234023,0.05326624312482583,NAS_1,Discharge_TPHE_CD8_C8,TRUE
voi,-0.10438562263155471,0.20681575828740226,-0.5047276063291795,0.6137501685737776,NAS_1,Discharge_TPHE_CD8_C8,TRUE
anova,NA,NA,NA,0.6060720347065904,NAS_1,Discharge_TPHE_CD8_C8,NA
(Intercept),-1.7699611005648084,0.3172047328649438,-5.579869772366872,2.406987277140511e-8,NAS_1,Discharge_TPHE_CD8_C9,TRUE
MODVaginal,-0.8193107150758311,0.4285504633929931,-1.9118185256154994,0.055899474752071354,NAS_1,Discharge_TPHE_CD8_C9,TRUE
voi,-0.3436047739314664,0.21254950416096124,-1.6165870406889236,0.10596745112558052,NAS_1,Discharge_TPHE_CD8_C9,TRUE
anova,NA,NA,NA,0.0937443976527995,NAS_1,Discharge_TPHE_CD8_C9,NA
(Intercept),-1.7761268439452287,0.31430783835762827,-5.6509148904021345,1.5959610240476002e-8,NAS_1,Discharge_TPHE_CD8_C10,TRUE
MODVaginal,-0.8215909920894544,0.42484920127807846,-1.9338414421348877,0.05313262568627159,NAS_1,Discharge_TPHE_CD8_C10,TRUE
voi,-0.012469753065666592,0.21169420680012352,-0.05890455508515747,0.9530281299204936,NAS_1,Discharge_TPHE_CD8_C10,TRUE
anova,NA,NA,NA,0.9448653294107332,NAS_1,Discharge_TPHE_CD8_C10,NA
(Intercept),-1.842830516977915,0.32093931393046105,-5.7419905788706425,9.357002925232738e-9,NAS_1,Discharge_TPHE_CD8_C12,TRUE
MODVaginal,-0.6163853911157946,0.4440782898113945,-1.3880106396950433,0.16513380528267366,NAS_1,Discharge_TPHE_CD8_C12,TRUE
voi,0.4093335079810622,0.2631664273958751,1.555416897328288,0.11984681237394244,NAS_1,Discharge_TPHE_CD8_C12,TRUE
anova,NA,NA,NA,0.09606593783356887,NAS_1,Discharge_TPHE_CD8_C12,NA
(Intercept),-1.7183240463704903,0.3257783158545731,-5.274519397839687,1.3310443993625435e-7,NAS_1,Discharge_TPHE_CD8_C14,TRUE
MODVaginal,-0.8863514505747976,0.4386875498306752,-2.0204618319277854,0.043335505363916886,NAS_1,Discharge_TPHE_CD8_C14,TRUE
voi,-0.5069533733252062,0.22627190812774314,-2.2404609459473983,0.025061013460826318,NAS_1,Discharge_TPHE_CD8_C14,TRUE
anova,NA,NA,NA,0.016175822312431823,NAS_1,Discharge_TPHE_CD8_C14,NA
(Intercept),-1.6861533403157383,0.3282475411092082,-5.136834641983667,2.794045971315316e-7,NAS_1,Discharge_TPHE_CD8_C15,TRUE
MODVaginal,-0.938729590660916,0.4417964946787625,-2.1248009026044485,0.03360322949063933,NAS_1,Discharge_TPHE_CD8_C15,TRUE
voi,0.4845465449756947,0.2458134983736207,1.971195838233485,0.04870147977671872,NAS_1,Discharge_TPHE_CD8_C15,TRUE
