"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"J160TLZ3.03",0.963404411876257,0.0365953860471011,3.43655251673705e-29,3.66965020275165e-13,6.91877560039933e-21,1.69486949647945e-27,2.95281025086245e-55,9.83664867015198e-17,2.02074581280695e-07,1.69397622876379e-12,2.91192369977044e-44,1.4633565646183e-52,8.8135883870765e-58
"J160TN7P.03",0.0940933416582857,0.905905771744831,5.11327920768836e-25,8.85707282240644e-15,3.63839975036643e-16,6.17200983458624e-25,4.14927329046558e-47,3.29442509342093e-16,8.85531215297773e-07,1.06565800129195e-09,7.21761958004206e-39,1.88694140479606e-48,1.25671571973818e-50
"J160TNS1.03",0.86622089817146,0.0114686591827346,4.517111545026e-21,8.70423082607824e-12,1.04816456700234e-18,5.03324961275627e-18,3.00637279685115e-48,2.03723863568814e-06,0.12230840519344,2.05025404512374e-10,3.54639570039428e-38,2.01817432577629e-40,2.30926782090284e-47
"J160TQF7.03",7.60679433690572e-44,1.3021668883464e-24,0.991466485853532,6.08502410922411e-62,7.89473293670359e-09,0.00852855551887048,1.06265273578052e-08,4.83808379349038e-06,7.37819053240411e-15,1.02022455796852e-07,1.99598080734734e-16,8.05924983523191e-14,7.49290011699388e-19
"J160TQMD.03",0.454906914284551,0.545002668917471,9.14386653563516e-25,5.50582910821147e-14,1.0226332217082e-15,1.07485960286966e-21,2.94772345259392e-47,7.75895727690608e-12,9.04099686379615e-05,6.82152406626893e-09,6.09556196743557e-39,1.43348542626337e-44,5.15793489634653e-43
"J160TT1Y.03",5.87409621573223e-39,7.35168114905798e-21,0.00953922821005317,1.25686719954523e-52,1.30914250264654e-11,0.970072934578723,1.00402406265929e-13,0.0203618335225988,1.97751851135848e-09,2.98979336446306e-07,3.48642449532667e-21,2.57027185784461e-05,1.22461348071631e-20
"J160TYND.03",0.000591137713982218,0.965729956881866,4.9833481822242e-12,1.18157597581084e-17,3.48696008634171e-09,6.29775241815343e-15,1.59051404426659e-31,7.28556602916848e-07,0.0334398437202502,0.000238329635348817,2.06600144618249e-25,3.03212513960446e-32,1.12944729080875e-36
"J160TZG3.03",0.952997470997896,0.0469603342045521,9.97753945860678e-25,4.01580938800374e-05,1.23527270212847e-17,1.97616333834931e-25,3.97450926394032e-51,3.46959149642644e-16,2.03670289069297e-06,7.80938764681222e-13,2.66218256446658e-39,8.49479512751726e-50,2.59099568798598e-54
"J160V6Q5.03",2.13976322668586e-59,4.36635843696425e-35,0.999991510531563,6.37482049758824e-74,2.70565629928939e-17,8.48075780737246e-06,1.18062241622941e-09,3.85482303482453e-09,5.60107142608537e-22,6.59297029420924e-14,2.14991241436039e-19,3.67511777372389e-09,7.42783740886374e-30
"J160V6R2.03",2.75110210078851e-50,3.7952587611148e-30,0.00191473882070372,6.95947476745692e-63,5.38422454049247e-16,0.956491490899709,4.63167278218798e-14,0.003746156534599,7.15105866321771e-14,1.19850910831493e-11,2.9146656408526e-23,0.0378476137328847,1.49501027467182e-27
